Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total acceleration (ft/s²),Mass (oz),Propellant mass (oz),Thrust (N),Drag force (N),Drag coefficient (​)
5.4742,2560.1,440.26,-51.027,51.027,740.59,0,0,121,0.60962
5.4842,2564.5,439.75,-50.979,50.979,740.59,0,0,120.7,0.60957
5.4942,2568.9,439.24,-50.932,50.932,740.59,0,0,120.39,0.60951
5.5042,2573.3,438.73,-50.884,50.884,740.59,0,0,120.09,0.60946
5.5142,2577.7,438.22,-50.836,50.836,740.59,0,0,119.78,0.6094
5.5242,2582.1,437.71,-50.789,50.789,740.59,0,0,119.48,0.60935
5.5342,2586.4,437.21,-50.741,50.741,740.59,0,0,119.18,0.6093
5.5442,2590.8,436.7,-50.694,50.694,740.59,0,0,118.87,0.60924
5.5542,2595.2,436.19,-50.647,50.647,740.59,0,0,118.57,0.60919
5.5642,2599.5,435.69,-50.6,50.6,740.59,0,0,118.27,0.60913
5.5742,2603.9,435.18,-50.553,50.553,740.59,0,0,117.97,0.60908
5.5842,2608.2,434.67,-50.506,50.506,740.59,0,0,117.67,0.60903
5.5942,2612.6,434.17,-50.46,50.46,740.59,0,0,117.37,0.60898
5.6042,2616.9,433.67,-50.413,50.413,740.59,0,0,117.07,0.60892
5.6142,2621.3,433.16,-50.367,50.367,740.59,0,0,116.78,0.60887
5.6242,2625.6,432.66,-50.32,50.32,740.59,0,0,116.48,0.60882
5.6342,2629.9,432.16,-50.274,50.274,740.59,0,0,116.18,0.60876
5.6442,2634.2,431.65,-50.228,50.228,740.59,0,0,115.89,0.60871
5.6542,2638.5,431.15,-50.182,50.182,740.59,0,0,115.6,0.60866
5.6642,2642.9,430.65,-50.136,50.136,740.59,0,0,115.3,0.60861
5.6742,2647.2,430.15,-50.09,50.09,740.59,0,0,115.01,0.60855
5.6842,2651.5,429.65,-50.044,50.044,740.59,0,0,114.72,0.6085
5.6942,2655.7,429.15,-49.999,49.999,740.59,0,0,114.43,0.60845
5.7042,2660,428.65,-49.953,49.953,740.59,0,0,114.13,0.6084
5.7142,2664.3,428.15,-49.908,49.908,740.59,0,0,113.84,0.60835
5.7242,2668.6,427.65,-49.863,49.863,740.59,0,0,113.55,0.60829
5.7342,2672.9,427.15,-49.818,49.818,740.59,0,0,113.27,0.60824
5.7442,2677.1,426.65,-49.773,49.773,740.59,0,0,112.98,0.60819
5.7542,2681.4,426.16,-49.728,49.728,740.59,0,0,112.69,0.60814
5.7642,2685.7,425.66,-49.683,49.683,740.59,0,0,112.4,0.60809
5.7742,2689.9,425.16,-49.638,49.638,740.59,0,0,112.12,0.60804
5.7842,2694.2,424.67,-49.594,49.594,740.59,0,0,111.83,0.60799
5.7942,2698.4,424.17,-49.549,49.549,740.59,0,0,111.55,0.60794
5.8042,2702.7,423.67,-49.505,49.505,740.59,0,0,111.26,0.60789
5.8142,2706.9,423.18,-49.461,49.461,740.59,0,0,110.98,0.60783
5.8242,2711.1,422.69,-49.417,49.417,740.59,0,0,110.7,0.60778
5.8342,2715.3,422.19,-49.372,49.372,740.59,0,0,110.42,0.60773
5.8442,2719.6,421.7,-49.329,49.329,740.59,0,0,110.14,0.60768
5.8542,2723.8,421.2,-49.285,49.285,740.59,0,0,109.86,0.60763
5.8642,2728,420.71,-49.241,49.241,740.59,0,0,109.58,0.60758
5.8742,2732.2,420.22,-49.197,49.197,740.59,0,0,109.3,0.60753
5.8842,2736.4,419.73,-49.154,49.154,740.59,0,0,109.02,0.60748
5.8942,2740.6,419.24,-49.11,49.11,740.59,0,0,108.74,0.60743
5.9042,2744.8,418.75,-49.067,49.067,740.59,0,0,108.46,0.60738
5.9142,2749,418.26,-49.024,49.024,740.59,0,0,108.19,0.60733
5.9242,2753.1,417.77,-48.981,48.981,740.59,0,0,107.91,0.60728
5.9342,2757.3,417.28,-48.938,48.938,740.59,0,0,107.64,0.60723
5.9442,2761.5,416.79,-48.895,48.895,740.59,0,0,107.36,0.60718
5.9542,2765.7,416.3,-48.852,48.852,740.59,0,0,107.09,0.60713
5.9642,2769.8,415.81,-48.809,48.809,740.59,0,0,106.82,0.60709
5.9742,2774,415.32,-48.767,48.767,740.59,0,0,106.54,0.60704
5.9842,2778.1,414.83,-48.724,48.724,740.59,0,0,106.27,0.60699
5.9942,2782.3,414.35,-48.682,48.682,740.59,0,0,106,0.60694
6.0042,2786.4,413.86,-48.64,48.64,740.59,0,0,105.73,0.60689
6.0142,2790.5,413.37,-48.597,48.597,740.59,0,0,105.46,0.60684
6.0242,2794.7,412.89,-48.555,48.555,740.59,0,0,105.19,0.60679
6.0342,2798.8,412.4,-48.513,48.513,740.59,0,0,104.92,0.60674
6.0442,2802.9,411.92,-48.471,48.471,740.59,0,0,104.65,0.60669
6.0542,2807,411.43,-48.43,48.43,740.59,0,0,104.39,0.60665
6.0642,2811.1,410.95,-48.388,48.388,740.59,0,0,104.12,0.6066
6.0742,2815.3,410.47,-48.346,48.346,740.59,0,0,103.85,0.60655
6.0842,2819.4,409.98,-48.305,48.305,740.59,0,0,103.59,0.6065
6.0942,2823.5,409.5,-48.263,48.263,740.59,0,0,103.32,0.60645
6.1042,2827.5,409.02,-48.222,48.222,740.59,0,0,103.06,0.60641
6.1142,2831.6,408.54,-48.181,48.181,740.59,0,0,102.79,0.60636
6.1242,2835.7,408.05,-48.14,48.14,740.59,0,0,102.53,0.60631
6.1342,2839.8,407.57,-48.099,48.099,740.59,0,0,102.27,0.60626
6.1442,2843.9,407.09,-48.058,48.058,740.59,0,0,102.01,0.60622
6.1542,2847.9,406.61,-48.017,48.017,740.59,0,0,101.75,0.60617
6.1642,2852,406.13,-47.976,47.976,740.59,0,0,101.49,0.60612
6.1742,2856.1,405.65,-47.936,47.936,740.59,0,0,101.23,0.60607
6.1842,2860.1,405.17,-47.895,47.895,740.59,0,0,100.97,0.60603
6.1942,2864.2,404.69,-47.855,47.855,740.59,0,0,100.71,0.60598
6.2042,2868.2,404.22,-47.815,47.815,740.59,0,0,100.45,0.60593
6.2142,2872.2,403.74,-47.774,47.774,740.59,0,0,100.19,0.60589
6.2242,2876.3,403.26,-47.734,47.734,740.59,0,0,99.936,0.60584
6.2342,2880.3,402.78,-47.694,47.694,740.59,0,0,99.68,0.60579
6.2442,2884.3,402.31,-47.654,47.654,740.59,0,0,99.425,0.60575
6.2542,2888.4,401.83,-47.614,47.614,740.59,0,0,99.17,0.6057
6.2642,2892.4,401.35,-47.575,47.575,740.59,0,0,98.915,0.60565
6.2742,2896.4,400.88,-47.535,47.535,740.59,0,0,98.661,0.60561
6.2842,2900.4,400.4,-47.495,47.495,740.59,0,0,98.408,0.60556
6.2942,2904.4,399.93,-47.456,47.456,740.59,0,0,98.156,0.60551
6.3042,2908.4,399.45,-47.416,47.416,740.59,0,0,97.904,0.60547
6.3142,2912.4,398.98,-47.377,47.377,740.59,0,0,97.652,0.60542
6.3242,2916.4,398.51,-47.338,47.338,740.59,0,0,97.401,0.60538
6.3342,2920.4,398.03,-47.299,47.299,740.59,0,0,97.151,0.60533
6.3442,2924.3,397.56,-47.26,47.26,740.59,0,0,96.901,0.60529
6.3542,2928.3,397.09,-47.221,47.221,740.59,0,0,96.652,0.60524
6.3642,2932.3,396.62,-47.182,47.182,740.59,0,0,96.404,0.60519
6.3742,2936.2,396.14,-47.143,47.143,740.59,0,0,96.156,0.60515
6.3842,2940.2,395.67,-47.105,47.105,740.59,0,0,95.909,0.6051
6.3942,2944.2,395.2,-47.066,47.066,740.59,0,0,95.662,0.60506
6.4042,2948.1,394.73,-47.027,47.027,740.59,0,0,95.416,0.60501
6.4142,2952,394.26,-46.989,46.989,740.59,0,0,95.17,0.60497
6.4242,2956,393.79,-46.951,46.951,740.59,0,0,94.925,0.60492
6.4342,2959.9,393.32,-46.913,46.913,740.59,0,0,94.68,0.60488
6.4442,2963.9,392.85,-46.874,46.874,740.59,0,0,94.436,0.60483
6.4542,2967.8,392.39,-46.836,46.836,740.59,0,0,94.193,0.60479
6.4642,2971.7,391.92,-46.798,46.798,740.59,0,0,93.95,0.60474
6.4742,2975.6,391.45,-46.761,46.761,740.59,0,0,93.708,0.6047
6.4842,2979.5,390.98,-46.723,46.723,740.59,0,0,93.466,0.60466
6.4942,2983.4,390.52,-46.685,46.685,740.59,0,0,93.225,0.60461
6.5042,2987.3,390.05,-46.648,46.648,740.59,0,0,92.985,0.60457
6.5142,2991.2,389.58,-46.61,46.61,740.59,0,0,92.745,0.60452
6.5242,2995.1,389.12,-46.573,46.573,740.59,0,0,92.505,0.60448
6.5342,2999,388.65,-46.535,46.535,740.59,0,0,92.267,0.60443
6.5442,3002.9,388.19,-46.498,46.498,740.59,0,0,92.028,0.60439
6.5542,3006.8,387.72,-46.461,46.461,740.59,0,0,91.791,0.60435
6.5642,3010.7,387.26,-46.424,46.424,740.59,0,0,91.553,0.6043
6.5742,3014.5,386.79,-46.387,46.387,740.59,0,0,91.317,0.60426
6.5842,3018.4,386.33,-46.35,46.35,740.59,0,0,91.081,0.60422
6.5942,3022.3,385.87,-46.313,46.313,740.59,0,0,90.845,0.60417
6.6042,3026.1,385.4,-46.276,46.276,740.59,0,0,90.61,0.60413
6.6142,3030,384.94,-46.24,46.24,740.59,0,0,90.376,0.60409
6.6242,3033.8,384.48,-46.203,46.203,740.59,0,0,90.142,0.60404
6.6342,3037.7,384.02,-46.167,46.167,740.59,0,0,89.908,0.604
6.6442,3041.5,383.55,-46.13,46.13,740.59,0,0,89.675,0.60396
6.6542,3045.3,383.09,-46.094,46.094,740.59,0,0,89.443,0.60391
6.6642,3049.2,382.63,-46.058,46.058,740.59,0,0,89.211,0.60387
6.6742,3053,382.17,-46.022,46.022,740.59,0,0,88.98,0.60383
6.6842,3056.8,381.71,-45.985,45.985,740.59,0,0,88.749,0.60379
6.6942,3060.6,381.25,-45.949,45.949,740.59,0,0,88.519,0.60374
6.7042,3064.4,380.79,-45.914,45.914,740.59,0,0,88.289,0.6037
6.7142,3068.2,380.33,-45.878,45.878,740.59,0,0,88.06,0.60366
6.7242,3072,379.88,-45.842,45.842,740.59,0,0,87.832,0.60362
6.7342,3075.8,379.42,-45.806,45.806,740.59,0,0,87.604,0.60357
6.7442,3079.6,378.96,-45.771,45.771,740.59,0,0,87.376,0.60353
6.7542,3083.4,378.5,-45.735,45.735,740.59,0,0,87.149,0.60349
6.7642,3087.2,378.04,-45.7,45.7,740.59,0,0,86.923,0.60345
6.7742,3091,377.59,-45.665,45.665,740.59,0,0,86.697,0.6034
6.7842,3094.7,377.13,-45.629,45.629,740.59,0,0,86.471,0.60336
6.7942,3098.5,376.68,-45.594,45.594,740.59,0,0,86.246,0.60332
6.8042,3102.3,376.22,-45.559,45.559,740.59,0,0,86.022,0.60328
6.8142,3106,375.76,-45.524,45.524,740.59,0,0,85.798,0.60324
6.8242,3109.8,375.31,-45.489,45.489,740.59,0,0,85.574,0.6032
6.8342,3113.5,374.85,-45.454,45.454,740.59,0,0,85.351,0.60315
6.8442,3117.3,374.4,-45.42,45.42,740.59,0,0,85.129,0.60311
6.8542,3121,373.95,-45.385,45.385,740.59,0,0,84.907,0.60307
6.8642,3124.8,373.49,-45.35,45.35,740.59,0,0,84.686,0.60303
6.8742,3128.5,373.04,-45.316,45.316,740.59,0,0,84.465,0.60299
6.8842,3132.2,372.59,-45.281,45.281,740.59,0,0,84.244,0.60295
6.8942,3135.9,372.13,-45.247,45.247,740.59,0,0,84.025,0.60291
6.9042,3139.7,371.68,-45.213,45.213,740.59,0,0,83.805,0.60287
6.9142,3143.4,371.23,-45.178,45.178,740.59,0,0,83.586,0.60283
6.9242,3147.1,370.78,-45.144,45.144,740.59,0,0,83.368,0.60279
6.9342,3150.8,370.33,-45.11,45.11,740.59,0,0,83.15,0.60274
6.9442,3154.5,369.88,-45.076,45.076,740.59,0,0,82.933,0.6027
6.9542,3158.2,369.42,-45.042,45.042,740.59,0,0,82.716,0.60266
6.9642,3161.9,368.97,-45.008,45.009,740.59,0,0,82.499,0.60262
6.9742,3165.6,368.52,-44.975,44.975,740.59,0,0,82.284,0.60258
6.9842,3169.3,368.07,-44.941,44.941,740.59,0,0,82.068,0.60254
6.9942,3172.9,367.63,-44.907,44.907,740.59,0,0,81.853,0.6025
7.0042,3176.6,367.18,-44.874,44.874,740.59,0,0,81.639,0.60246
7.0142,3180.3,366.73,-44.841,44.841,740.59,0,0,81.425,0.60242
7.0242,3183.9,366.28,-44.807,44.807,740.59,0,0,81.211,0.60238
7.0342,3187.6,365.83,-44.774,44.774,740.59,0,0,80.998,0.60234
7.0442,3191.3,365.38,-44.741,44.741,740.59,0,0,80.786,0.6023
7.0542,3194.9,364.94,-44.708,44.708,740.59,0,0,80.574,0.60226
7.0642,3198.6,364.49,-44.674,44.674,740.59,0,0,80.362,0.60222
7.0742,3202.2,364.04,-44.641,44.641,740.59,0,0,80.151,0.60218
7.0842,3205.8,363.6,-44.609,44.609,740.59,0,0,79.941,0.60214
7.0942,3209.5,363.15,-44.576,44.576,740.59,0,0,79.731,0.6021
7.1042,3213.1,362.71,-44.543,44.543,740.59,0,0,79.521,0.60206
7.1142,3216.7,362.26,-44.51,44.51,740.59,0,0,79.312,0.60203
7.1242,3220.3,361.82,-44.478,44.478,740.59,0,0,79.103,0.60199
7.1342,3224,361.37,-44.445,44.445,740.59,0,0,78.895,0.60195
7.1442,3227.6,360.93,-44.413,44.413,740.59,0,0,78.687,0.60191
7.1542,3231.2,360.48,-44.38,44.38,740.59,0,0,78.48,0.60187
7.1642,3234.8,360.04,-44.348,44.348,740.59,0,0,78.273,0.60183
7.1742,3238.4,359.6,-44.316,44.316,740.59,0,0,78.067,0.60179
7.1842,3242,359.15,-44.283,44.283,740.59,0,0,77.861,0.60175
7.1942,3245.6,358.71,-44.251,44.251,740.59,0,0,77.656,0.60171
7.2042,3249.2,358.27,-44.219,44.219,740.59,0,0,77.451,0.60168
7.2142,3252.7,357.83,-44.187,44.187,740.59,0,0,77.246,0.60164
7.2242,3256.3,357.38,-44.155,44.155,740.59,0,0,77.042,0.6016
7.2342,3259.9,356.94,-44.124,44.124,740.59,0,0,76.839,0.60156
7.2442,3263.4,356.5,-44.092,44.092,740.59,0,0,76.636,0.60152
7.2542,3267,356.06,-44.06,44.06,740.59,0,0,76.433,0.60148
7.2642,3270.6,355.62,-44.029,44.029,740.59,0,0,76.231,0.60145
7.2742,3274.1,355.18,-43.997,43.997,740.59,0,0,76.029,0.60141
7.2842,3277.7,354.74,-43.966,43.966,740.59,0,0,75.828,0.60137
7.2942,3281.2,354.3,-43.934,43.934,740.59,0,0,75.627,0.60133
7.3042,3284.8,353.86,-43.903,43.903,740.59,0,0,75.427,0.60129
7.3142,3288.3,353.42,-43.872,43.872,740.59,0,0,75.228,0.60126
7.3242,3291.8,352.98,-43.841,43.841,740.59,0,0,75.029,0.60122
7.3342,3295.4,352.55,-43.81,43.81,740.59,0,0,74.83,0.60118
7.3442,3298.9,352.11,-43.779,43.779,740.59,0,0,74.632,0.60114
7.3542,3302.4,351.67,-43.748,43.748,740.59,0,0,74.434,0.60111
7.3642,3305.9,351.23,-43.717,43.717,740.59,0,0,74.237,0.60107
7.3742,3309.4,350.8,-43.686,43.686,740.59,0,0,74.04,0.60103
7.3842,3312.9,350.36,-43.656,43.656,740.59,0,0,73.844,0.60099
7.3942,3316.4,349.92,-43.625,43.625,740.59,0,0,73.648,0.60096
7.4042,3319.9,349.49,-43.594,43.594,740.59,0,0,73.453,0.60092
7.4142,3323.4,349.05,-43.564,43.564,740.59,0,0,73.258,0.60088
7.4242,3326.9,348.62,-43.533,43.533,740.59,0,0,73.063,0.60084
7.4342,3330.4,348.18,-43.503,43.503,740.59,0,0,72.869,0.60081
7.4442,3333.9,347.75,-43.473,43.473,740.59,0,0,72.675,0.60077
7.4542,3337.3,347.31,-43.443,43.443,740.59,0,0,72.482,0.60073
7.4642,3340.8,346.88,-43.412,43.412,740.59,0,0,72.289,0.6007
7.4742,3344.3,346.44,-43.382,43.382,740.59,0,0,72.097,0.60066
7.4842,3347.7,346.01,-43.352,43.352,740.59,0,0,71.905,0.60062
7.4942,3351.2,345.58,-43.322,43.322,740.59,0,0,71.713,0.60059
7.5042,3354.7,345.14,-43.292,43.292,740.59,0,0,71.522,0.60055
7.5142,3358.1,344.71,-43.263,43.263,740.59,0,0,71.331,0.60051
7.5242,3361.6,344.28,-43.233,43.233,740.59,0,0,71.141,0.60048
7.5342,3365,343.85,-43.203,43.203,740.59,0,0,70.951,0.60044
7.5442,3368.4,343.41,-43.174,43.174,740.59,0,0,70.761,0.60041
7.5542,3371.9,342.98,-43.144,43.144,740.59,0,0,70.572,0.60037
7.5642,3375.3,342.55,-43.115,43.115,740.59,0,0,70.384,0.60033
7.5742,3378.7,342.12,-43.085,43.085,740.59,0,0,70.195,0.6003
7.5842,3382.1,341.69,-43.056,43.056,740.59,0,0,70.008,0.60026
